Subject,Stage1,Stage2,Event,Region,FrequencyBand,FreqRange_Hz,Mean_Stage1_dB,Mean_Stage2_dB,Direction,Z_Score,P_Value,Significant
110,early,later,eye_open,Left_Frontal,alpha,9-13Hz,13.3389277470755,13.4149826749924,Increase,134,0.647568367631056,0
110,middle,later,eye_open,Left_Frontal,alpha,9-13Hz,15.1987625744359,13.4149826749924,Decrease,243,0.00788060407334873,1
110,early,middle,eye_open,Right_Frontal,alpha,9-13Hz,13.8348556311142,15.0995363025823,Increase,62,0.0119273761398704,1
110,early,later,eye_open,Right_Frontal,alpha,9-13Hz,13.8348556311142,13.7936917185727,Decrease,160,0.775096962195985,0
110,middle,later,eye_open,Right_Frontal,alpha,9-13Hz,15.0995363025823,13.7936917185727,Decrease,225,0.0321245712076567,1
110,early,middle,eye_open,Left_Temporal,alpha,9-13Hz,13.5079903996383,15.1225145560087,Increase,60,0.0101279905493907,1
110,early,later,eye_open,Left_Temporal,alpha,9-13Hz,13.5079903996383,13.334598103802,Decrease,151,0.977206399475098,0
110,middle,later,eye_open,Left_Temporal,alpha,9-13Hz,15.1225145560087,13.334598103802,Decrease,240,0.0101279905493907,1
110,early,middle,eye_open,Right_Temporal,alpha,9-13Hz,13.8388227704596,14.9578997818537,Increase,65,0.0151584388774395,1
110,early,later,eye_open,Right_Temporal,alpha,9-13Hz,13.8388227704596,13.8357961329599,Decrease,150,1,0
110,middle,later,eye_open,Right_Temporal,alpha,9-13Hz,14.9578997818537,13.8357961329599,Decrease,213,0.0718606382258516,0
110,early,middle,eye_open,Left_Parietal,alpha,9-13Hz,13.6509678302027,15.0775735820874,Increase,59,0.0093223760474375,1
110,early,later,eye_open,Left_Parietal,alpha,9-13Hz,13.6509678302027,13.473801966135,Decrease,150,1,0
110,middle,later,eye_open,Left_Parietal,alpha,9-13Hz,15.0775735820874,13.473801966135,Decrease,233,0.0177194712911814,1
110,early,middle,eye_open,Right_Parietal,alpha,9-13Hz,13.8537212574363,14.9896239073836,Increase,68,0.0191367088541101,1
110,early,later,eye_open,Right_Parietal,alpha,9-13Hz,13.8537212574363,13.8060235826693,Decrease,151,0.977206399475098,0
110,middle,later,eye_open,Right_Parietal,alpha,9-13Hz,14.9896239073836,13.8060235826693,Decrease,218,0.0520334213607994,0
110,early,middle,eye_open,Left_Occipital,alpha,9-13Hz,13.7977461509669,15.0202028117602,Increase,63,0.0129291721727266,1
110,early,later,eye_open,Left_Occipital,alpha,9-13Hz,13.7977461509669,13.5806333027712,Decrease,153,0.931693545566772,0
110,middle,later,eye_open,Left_Occipital,alpha,9-13Hz,15.0202028117602,13.5806333027712,Decrease,228,0.0258424338448698,1
110,early,middle,eye_open,Right_Occipital,alpha,9-13Hz,13.8394486569796,15.0049475446003,Increase,69,0.0206520548924176,1
110,early,later,eye_open,Right_Occipital,alpha,9-13Hz,13.8394486569796,13.681925752455,Decrease,155,0.886403006367064,0
110,middle,later,eye_open,Right_Occipital,alpha,9-13Hz,15.0049475446003,13.681925752455,Decrease,223,0.0370045116164188,1
110,early,middle,eye_closed,Left_Frontal,alpha,9-13Hz,14.290549801098,15.5317768322037,Increase,58,0.00857443461110533,1
110,early,later,eye_closed,Left_Frontal,alpha,9-13Hz,14.290549801098,14.6860162682128,Increase,122,0.423710797166793,0
110,middle,later,eye_closed,Left_Frontal,alpha,9-13Hz,15.5317768322037,14.6860162682128,Decrease,194,0.208701910672357,0
110,early,middle,eye_closed,Right_Frontal,alpha,9-13Hz,14.7353652937335,15.0000879840231,Increase,140,0.775096962195985,0
110,early,later,eye_closed,Right_Frontal,alpha,9-13Hz,14.7353652937335,13.8048718303401,Decrease,201,0.145076950287885,0
110,middle,later,eye_closed,Right_Frontal,alpha,9-13Hz,15.0000879840231,13.8048718303401,Decrease,212,0.0764894608968983,0
110,early,middle,eye_closed,Left_Temporal,alpha,9-13Hz,14.2474439606694,15.4493968623321,Increase,56,0.00723749486912433,1
110,early,later,eye_closed,Left_Temporal,alpha,9-13Hz,14.2474439606694,14.5752153361646,Increase,127,0.51108906411744,0
110,middle,later,eye_closed,Left_Temporal,alpha,9-13Hz,15.4493968623321,14.5752153361646,Decrease,194,0.208701910672357,0
110,early,middle,eye_closed,Right_Temporal,alpha,9-13Hz,14.5702720742596,15.2739475502734,Increase,90,0.0864762654936657,0
110,early,later,eye_closed,Right_Temporal,alpha,9-13Hz,14.5702720742596,13.9527154022406,Decrease,176,0.457568175062507,0
110,middle,later,eye_closed,Right_Temporal,alpha,9-13Hz,15.2739475502734,13.9527154022406,Decrease,210,0.0864762654936657,0
110,early,middle,eye_closed,Left_Parietal,alpha,9-13Hz,14.1086036893945,15.4534476302896,Increase,57,0.00788060407334873,1
110,early,later,eye_closed,Left_Parietal,alpha,9-13Hz,14.1086036893945,14.4385107265319,Increase,130,0.567709166197353,0
110,middle,later,eye_closed,Left_Parietal,alpha,9-13Hz,15.4534476302896,14.4385107265319,Decrease,198,0.170241395909614,0
110,early,middle,eye_closed,Right_Parietal,alpha,9-13Hz,14.4835689110096,15.3463599339708,Increase,77,0.0370045116164188,1
110,early,later,eye_closed,Right_Parietal,alpha,9-13Hz,14.4835689110096,13.9815523202422,Decrease,169,0.587228165762067,0
110,middle,later,eye_closed,Right_Parietal,alpha,9-13Hz,15.3463599339708,13.9815523202422,Decrease,215,0.0632908322333453,0
110,early,middle,eye_closed,Left_Occipital,alpha,9-13Hz,14.2179292305932,15.4860727727351,Increase,56,0.00723749486912433,1
110,early,later,eye_closed,Left_Occipital,alpha,9-13Hz,14.2179292305932,14.3059456218958,Increase,138,0.731705934672859,0
110,middle,later,eye_closed,Left_Occipital,alpha,9-13Hz,15.4860727727351,14.3059456218958,Decrease,207,0.103403776769015,0
110,early,middle,eye_closed,Right_Occipital,alpha,9-13Hz,14.2920233413922,15.4598564108197,Increase,60,0.0101279905493907,1
110,early,later,eye_closed,Right_Occipital,alpha,9-13Hz,14.2920233413922,14.2087866719272,Decrease,148,0.954431397113681,0
110,middle,later,eye_closed,Right_Occipital,alpha,9-13Hz,15.4598564108197,14.2087866719272,Decrease,209,0.0918508439618684,0
111,early,middle,eye_open,Left_Frontal,theta,4-8Hz,16.6554608293312,16.2139618142852,Decrease,220,0.0455002638963584,1
111,early,later,eye_open,Left_Frontal,theta,4-8Hz,16.6554608293312,15.2618999269881,Decrease,223,0.0370045116164188,1
111,middle,later,eye_open,Left_Frontal,theta,4-8Hz,16.2139618142852,15.2618999269881,Decrease,206,0.109598583399116,0
111,early,middle,eye_open,Right_Frontal,theta,4-8Hz,16.8723447548377,16.7813619158016,Decrease,206,0.109598583399116,0
111,early,later,eye_open,Right_Frontal,theta,4-8Hz,16.8723447548377,15.4891911924276,Decrease,225,0.0321245712076567,1
111,middle,later,eye_open,Right_Frontal,theta,4-8Hz,16.7813619158016,15.4891911924276,Decrease,239,0.010995017215527,1
111,early,middle,eye_open,Left_Temporal,theta,4-8Hz,16.701096523264,16.4899594897865,Decrease,194,0.208701910672357,0
111,early,later,eye_open,Left_Temporal,theta,4-8Hz,16.701096523264,15.2871546501258,Decrease,222,0.0396724862659754,1
111,middle,later,eye_open,Left_Temporal,theta,4-8Hz,16.4899594897865,15.2871546501258,Decrease,220,0.0455002638963584,1
111,early,middle,eye_open,Right_Temporal,theta,4-8Hz,16.7523377301371,16.7744985919781,Increase,184,0.331334906503133,0
111,early,later,eye_open,Right_Temporal,theta,4-8Hz,16.7523377301371,15.416074609265,Decrease,216,0.0593334667549941,0
111,middle,later,eye_open,Right_Temporal,theta,4-8Hz,16.7744985919781,15.416074609265,Decrease,230,0.0222709789592328,1
111,early,middle,eye_open,Left_Parietal,theta,4-8Hz,16.7155002403839,16.6309141560809,Decrease,189,0.265156633625956,0
111,early,later,eye_open,Left_Parietal,theta,4-8Hz,16.7155002403839,15.3103794335992,Decrease,218,0.0520334213607994,0
111,middle,later,eye_open,Left_Parietal,theta,4-8Hz,16.6309141560809,15.3103794335992,Decrease,225,0.0321245712076567,1
111,early,middle,eye_open,Right_Parietal,theta,4-8Hz,16.7385280156956,16.7827517974244,Increase,181,0.37577150825113,0
111,early,later,eye_open,Right_Parietal,theta,4-8Hz,16.7385280156956,15.4027537315872,Decrease,213,0.0718606382258516,0
111,middle,later,eye_open,Right_Parietal,theta,4-8Hz,16.7827517974244,15.4027537315872,Decrease,231,0.0206520548924176,1
111,early,middle,eye_open,Left_Occipital,theta,4-8Hz,16.6694633139895,16.7339991129194,Increase,168,0.607052248071005,0
111,early,later,eye_open,Left_Occipital,theta,4-8Hz,16.6694633139895,15.2942234271677,Decrease,215,0.0632908322333453,0
111,middle,later,eye_open,Left_Occipital,theta,4-8Hz,16.7339991129194,15.2942234271677,Decrease,228,0.0258424338448698,1
111,early,middle,eye_open,Right_Occipital,theta,4-8Hz,16.6967369506059,16.7570754198362,Increase,172,0.529629670287596,0
111,early,later,eye_open,Right_Occipital,theta,4-8Hz,16.6967369506059,15.3389126593243,Decrease,214,0.0674638361316115,0
111,middle,later,eye_open,Right_Occipital,theta,4-8Hz,16.7570754198362,15.3389126593243,Decrease,231,0.0206520548924176,1
111,early,middle,eye_closed,Left_Frontal,theta,4-8Hz,16.8558038907655,17.1479449768318,Increase,137,0.710318348253685,0
111,early,later,eye_closed,Left_Frontal,theta,4-8Hz,16.8558038907655,15.9374873655981,Decrease,204,0.122865441229318,0
111,middle,later,eye_closed,Left_Frontal,theta,4-8Hz,17.1479449768318,15.9374873655981,Decrease,228,0.0258424338448698,1
111,early,middle,eye_closed,Right_Frontal,theta,4-8Hz,17.0976999650922,16.6477210445841,Decrease,205,0.116083133738655,0
111,early,later,eye_closed,Right_Frontal,theta,4-8Hz,17.0976999650922,15.1561196253803,Decrease,259,0.00184390839870141,1
111,middle,later,eye_closed,Right_Frontal,theta,4-8Hz,16.6477210445841,15.1561196253803,Decrease,229,0.0239991496633371,1
111,early,middle,eye_closed,Left_Temporal,theta,4-8Hz,16.9937788509823,17.2520922869383,Increase,123,0.440452945294225,0
111,early,later,eye_closed,Left_Temporal,theta,4-8Hz,16.9937788509823,15.940045578051,Decrease,216,0.0593334667549941,0
111,middle,later,eye_closed,Left_Temporal,theta,4-8Hz,17.2520922869383,15.940045578051,Decrease,237,0.0129291721727266,1
111,early,middle,eye_closed,Right_Temporal,theta,4-8Hz,17.1917284312557,16.9467188456253,Decrease,172,0.529629670287596,0
111,early,later,eye_closed,Right_Temporal,theta,4-8Hz,17.1917284312557,15.4322761051538,Decrease,253,0.00325198444422916,1
111,middle,later,eye_closed,Right_Temporal,theta,4-8Hz,16.9467188456253,15.4322761051538,Decrease,240,0.0101279905493907,1
111,early,middle,eye_closed,Left_Parietal,theta,4-8Hz,17.1108876422598,17.2876460533164,Increase,128,0.529629670287596,0
111,early,later,eye_closed,Left_Parietal,theta,4-8Hz,17.1108876422598,15.8380642841524,Decrease,229,0.0239991496633371,1
111,middle,later,eye_closed,Left_Parietal,theta,4-8Hz,17.2876460533164,15.8380642841524,Decrease,239,0.010995017215527,1
111,early,middle,eye_closed,Right_Parietal,theta,4-8Hz,17.1849478203696,17.0676551594704,Decrease,157,0.841480581121794,0
111,early,later,eye_closed,Right_Parietal,theta,4-8Hz,17.1849478203696,15.4792641423955,Decrease,245,0.00664188547642663,1
111,middle,later,eye_closed,Right_Parietal,theta,4-8Hz,17.0676551594704,15.4792641423955,Decrease,244,0.00723749486912433,1
111,early,middle,eye_closed,Left_Occipital,theta,4-8Hz,17.2033228668814,17.2672815169342,Increase,143,0.841480581121794,0
111,early,later,eye_closed,Left_Occipital,theta,4-8Hz,17.2033228668814,15.6167849139081,Decrease,240,0.0101279905493907,1
111,middle,later,eye_closed,Left_Occipital,theta,4-8Hz,17.2672815169342,15.6167849139081,Decrease,245,0.00664188547642663,1
111,early,middle,eye_closed,Right_Occipital,theta,4-8Hz,17.2096542442717,17.2262361806983,Increase,149,0.977206399475098,0
111,early,later,eye_closed,Right_Occipital,theta,4-8Hz,17.2096542442717,15.5679173490863,Decrease,241,0.0093223760474375,1
111,middle,later,eye_closed,Right_Occipital,theta,4-8Hz,17.2262361806983,15.5679173490863,Decrease,245,0.00664188547642663,1
111,early,middle,eye_open,Left_Frontal,alpha,9-13Hz,17.7195724759381,17.3204720570718,Decrease,214,0.0674638361316115,0
111,early,later,eye_open,Left_Frontal,alpha,9-13Hz,17.7195724759381,15.7387153070137,Decrease,231,0.0206520548924176,1
111,middle,later,eye_open,Left_Frontal,alpha,9-13Hz,17.3204720570718,15.7387153070137,Decrease,228,0.0258424338448698,1
111,early,middle,eye_open,Right_Frontal,alpha,9-13Hz,17.3920191387898,17.2182811303174,Decrease,171,0.548506235500147,0
111,early,later,eye_open,Right_Frontal,alpha,9-13Hz,17.3920191387898,16.6348622901865,Decrease,178,0.423710797166793,0
111,middle,later,eye_open,Right_Frontal,alpha,9-13Hz,17.2182811303174,16.6348622901865,Decrease,189,0.265156633625956,0
111,early,middle,eye_open,Left_Temporal,alpha,9-13Hz,17.754136633839,17.2326168742538,Decrease,229,0.0239991496633371,1
111,early,later,eye_open,Left_Temporal,alpha,9-13Hz,17.754136633839,15.8697332896804,Decrease,233,0.0177194712911814,1
111,middle,later,eye_open,Left_Temporal,alpha,9-13Hz,17.2326168742538,15.8697332896804,Decrease,217,0.0555836587707688,0
111,early,middle,eye_open,Right_Temporal,alpha,9-13Hz,17.5481341947124,17.4179915073953,Decrease,164,0.689156516779352,0
111,early,later,eye_open,Right_Temporal,alpha,9-13Hz,17.5481341947124,16.5493376710231,Decrease,182,0.360566735097472,0
111,middle,later,eye_open,Right_Temporal,alpha,9-13Hz,17.4179915073953,16.5493376710231,Decrease,192,0.230139340443417,0
111,early,middle,eye_open,Left_Parietal,alpha,9-13Hz,17.7405298031888,17.2305571974994,Decrease,232,0.0191367088541101,1
111,early,later,eye_open,Left_Parietal,alpha,9-13Hz,17.7405298031888,16.1131525218791,Decrease,214,0.0674638361316115,0
111,middle,later,eye_open,Left_Parietal,alpha,9-13Hz,17.2305571974994,16.1131525218791,Decrease,202,0.137354710336186,0
111,early,middle,eye_open,Right_Parietal,alpha,9-13Hz,17.5859940764462,17.4173082877157,Decrease,166,0.647568367631056,0
111,early,later,eye_open,Right_Parietal,alpha,9-13Hz,17.5859940764462,16.4807512838679,Decrease,187,0.290446394323729,0
111,middle,later,eye_open,Right_Parietal,alpha,9-13Hz,17.4173082877157,16.4807512838679,Decrease,197,0.179318236045376,0
111,early,middle,eye_open,Left_Occipital,alpha,9-13Hz,17.7160829734039,17.3149452040169,Decrease,216,0.0593334667549941,0
111,early,later,eye_open,Left_Occipital,alpha,9-13Hz,17.7160829734039,16.2638541687777,Decrease,203,0.129953390214931,0
111,middle,later,eye_open,Left_Occipital,alpha,9-13Hz,17.3149452040169,16.2638541687777,Decrease,199,0.161513318467542,0
111,early,middle,eye_open,Right_Occipital,alpha,9-13Hz,17.6783038491789,17.35696441263,Decrease,193,0.219232533281333,0
111,early,later,eye_open,Right_Occipital,alpha,9-13Hz,17.6783038491789,16.2960151524871,Decrease,194,0.208701910672357,0
111,middle,later,eye_open,Right_Occipital,alpha,9-13Hz,17.35696441263,16.2960151524871,Decrease,203,0.129953390214931,0
111,early,middle,eye_closed,Left_Frontal,alpha,9-13Hz,18.1949725700982,17.6561634435987,Decrease,205,0.116083133738655,0
111,early,later,eye_closed,Left_Frontal,alpha,9-13Hz,18.1949725700982,15.6385750075994,Decrease,274,0.000395817058265891,1
111,middle,later,eye_closed,Left_Frontal,alpha,9-13Hz,17.6561634435987,15.6385750075994,Decrease,248,0.00511026066085587,1
111,early,middle,eye_closed,Right_Frontal,alpha,9-13Hz,17.8302556413305,17.5445750841202,Decrease,223,0.0370045116164188,1
111,early,later,eye_closed,Right_Frontal,alpha,9-13Hz,17.8302556413305,15.5302226901582,Decrease,252,0.00356503463085317,1
111,middle,later,eye_closed,Right_Frontal,alpha,9-13Hz,17.5445750841202,15.5302226901582,Decrease,245,0.00664188547642663,1
111,early,middle,eye_closed,Left_Temporal,alpha,9-13Hz,18.3727269206395,17.8019253200147,Decrease,218,0.0520334213607994,0
111,early,later,eye_closed,Left_Temporal,alpha,9-13Hz,18.3727269206395,15.6774416616391,Decrease,274,0.000395817058265891,1
111,middle,later,eye_closed,Left_Temporal,alpha,9-13Hz,17.8019253200147,15.6774416616391,Decrease,254,0.0029641781671731,1
111,early,middle,eye_closed,Right_Temporal,alpha,9-13Hz,18.0871596049892,17.7379426182115,Decrease,222,0.0396724862659754,1
111,early,later,eye_closed,Right_Temporal,alpha,9-13Hz,18.0871596049892,15.6527593317547,Decrease,267,0.00082920575930732,1
111,middle,later,eye_closed,Right_Temporal,alpha,9-13Hz,17.7379426182115,15.6527593317547,Decrease,251,0.00390526507365184,1
111,early,middle,eye_closed,Left_Parietal,alpha,9-13Hz,18.3763346574604,17.8473524386026,Decrease,224,0.0344908717639674,1
111,early,later,eye_closed,Left_Parietal,alpha,9-13Hz,18.3763346574604,15.6017944690648,Decrease,273,0.000440938267949365,1
111,middle,later,eye_closed,Left_Parietal,alpha,9-13Hz,17.8473524386026,15.6017944690648,Decrease,258,0.00203063844500034,1
111,early,middle,eye_closed,Right_Parietal,alpha,9-13Hz,18.1496167424605,17.7612953499674,Decrease,233,0.0177194712911814,1
111,early,later,eye_closed,Right_Parietal,alpha,9-13Hz,18.1496167424605,15.6436914245769,Decrease,271,0.00054593535418113,1
111,middle,later,eye_closed,Right_Parietal,alpha,9-13Hz,17.7612953499674,15.6436914245769,Decrease,254,0.0029641781671731,1
111,early,middle,eye_closed,Left_Occipital,alpha,9-13Hz,18.3073344673438,17.8225681893617,Decrease,231,0.0206520548924176,1
111,early,later,eye_closed,Left_Occipital,alpha,9-13Hz,18.3073344673438,15.6059064027902,Decrease,277,0.000284993901854119,1
111,middle,later,eye_closed,Left_Occipital,alpha,9-13Hz,17.8225681893617,15.6059064027902,Decrease,258,0.00203063844500034,1
111,early,middle,eye_closed,Right_Occipital,alpha,9-13Hz,18.2547734731034,17.7976420846408,Decrease,230,0.0222709789592328,1
111,early,later,eye_closed,Right_Occipital,alpha,9-13Hz,18.2547734731034,15.6102248928797,Decrease,275,0.000355039380746942,1
111,middle,later,eye_closed,Right_Occipital,alpha,9-13Hz,17.7976420846408,15.6102248928797,Decrease,260,0.00167307472215232,1
112,early,middle,eye_open,Left_Frontal,theta,4-8Hz,14.6817041066202,14.9705702069534,Increase,125,0.475050524053953,0
112,early,later,eye_open,Left_Frontal,theta,4-8Hz,14.6817041066202,14.3912301195521,Decrease,174,0.492893296439634,0
112,middle,later,eye_open,Left_Frontal,theta,4-8Hz,14.9705702069534,14.3912301195521,Decrease,183,0.345753978677278,0
112,early,middle,eye_open,Right_Frontal,theta,4-8Hz,15.391548724748,15.2118963189167,Decrease,158,0.819202033401183,0
112,early,later,eye_open,Right_Frontal,theta,4-8Hz,15.391548724748,14.7475869045907,Decrease,186,0.303681109722319,0
112,middle,later,eye_open,Right_Frontal,theta,4-8Hz,15.2118963189167,14.7475869045907,Decrease,178,0.423710797166793,0
112,early,middle,eye_open,Left_Temporal,theta,4-8Hz,14.8903730293468,15.0199745324968,Increase,127,0.51108906411744,0
112,early,later,eye_open,Left_Temporal,theta,4-8Hz,14.8903730293468,14.4259570190323,Decrease,195,0.198542793686662,0
112,middle,later,eye_open,Left_Temporal,theta,4-8Hz,15.0199745324968,14.4259570190323,Decrease,185,0.317310507862914,0
112,early,middle,eye_open,Right_Temporal,theta,4-8Hz,15.1786861385437,15.0308416717335,Decrease,141,0.797068494359122,0
112,early,later,eye_open,Right_Temporal,theta,4-8Hz,15.1786861385437,14.6492709646989,Decrease,192,0.230139340443417,0
112,middle,later,eye_open,Right_Temporal,theta,4-8Hz,15.0308416717335,14.6492709646989,Decrease,183,0.345753978677278,0
112,early,middle,eye_open,Left_Parietal,theta,4-8Hz,14.9388503673971,15.109425746965,Increase,124,0.457568175062507,0
112,early,later,eye_open,Left_Parietal,theta,4-8Hz,14.9388503673971,14.4902298010626,Decrease,202,0.137354710336186,0
112,middle,later,eye_open,Left_Parietal,theta,4-8Hz,15.109425746965,14.4902298010626,Decrease,200,0.15312745101967,0
112,early,middle,eye_open,Right_Parietal,theta,4-8Hz,15.1251096526168,15.0774435814354,Decrease,135,0.668235141795249,0
112,early,later,eye_open,Right_Parietal,theta,4-8Hz,15.1251096526168,14.6416725577141,Decrease,189,0.265156633625956,0
112,middle,later,eye_open,Right_Parietal,theta,4-8Hz,15.0774435814354,14.6416725577141,Decrease,186,0.303681109722319,0
112,early,middle,eye_open,Left_Occipital,theta,4-8Hz,14.9951131074977,15.1329959715346,Increase,126,0.492893296439634,0
112,early,later,eye_open,Left_Occipital,theta,4-8Hz,14.9951131074977,14.5943747213537,Decrease,201,0.145076950287885,0
112,middle,later,eye_open,Left_Occipital,theta,4-8Hz,15.1329959715346,14.5943747213537,Decrease,194,0.208701910672357,0
112,early,middle,eye_open,Right_Occipital,theta,4-8Hz,15.0330241286132,15.1140113297836,Increase,130,0.567709166197353,0
112,early,later,eye_open,Right_Occipital,theta,4-8Hz,15.0330241286132,14.6180251691256,Decrease,195,0.198542793686662,0
112,middle,later,eye_open,Right_Occipital,theta,4-8Hz,15.1140113297836,14.6180251691256,Decrease,190,0.253097908947116,0
112,early,middle,eye_closed,Left_Frontal,theta,4-8Hz,15.8962484278577,15.6124240304292,Decrease,190,0.253097908947116,0
112,early,later,eye_closed,Left_Frontal,theta,4-8Hz,15.8962484278577,15.1009058258368,Decrease,211,0.0813585718041446,0
112,middle,later,eye_closed,Left_Frontal,theta,4-8Hz,15.6124240304292,15.1009058258368,Decrease,184,0.331334906503133,0
112,early,middle,eye_closed,Right_Frontal,theta,4-8Hz,15.633079685416,15.6136714156296,Decrease,153,0.931693545566772,0
112,early,later,eye_closed,Right_Frontal,theta,4-8Hz,15.633079685416,15.2348769605907,Decrease,183,0.345753978677278,0
112,middle,later,eye_closed,Right_Frontal,theta,4-8Hz,15.6136714156296,15.2348769605907,Decrease,202,0.137354710336186,0
112,early,middle,eye_closed,Left_Temporal,theta,4-8Hz,15.9193557623756,15.8470108437324,Decrease,154,0.909011306646051,0
112,early,later,eye_closed,Left_Temporal,theta,4-8Hz,15.9193557623756,15.0569311349121,Decrease,218,0.0520334213607994,0
112,middle,later,eye_closed,Left_Temporal,theta,4-8Hz,15.8470108437324,15.0569311349121,Decrease,204,0.122865441229318,0
112,early,middle,eye_closed,Right_Temporal,theta,4-8Hz,15.7334398198116,15.7875615931292,Increase,153,0.931693545566772,0
112,early,later,eye_closed,Right_Temporal,theta,4-8Hz,15.7334398198116,15.0939147666517,Decrease,189,0.265156633625956,0
112,middle,later,eye_closed,Right_Temporal,theta,4-8Hz,15.7875615931292,15.0939147666517,Decrease,206,0.109598583399116,0
112,early,middle,eye_closed,Left_Parietal,theta,4-8Hz,15.8931568592773,15.8933976512626,Increase,150,1,0
112,early,later,eye_closed,Left_Parietal,theta,4-8Hz,15.8931568592773,15.0927503007922,Decrease,214,0.0674638361316115,0
112,middle,later,eye_closed,Left_Parietal,theta,4-8Hz,15.8933976512626,15.0927503007922,Decrease,203,0.129953390214931,0
112,early,middle,eye_closed,Right_Parietal,theta,4-8Hz,15.7912607364247,15.8154902905675,Increase,150,1,0
112,early,later,eye_closed,Right_Parietal,theta,4-8Hz,15.7912607364247,15.0531379276217,Decrease,197,0.179318236045376,0
112,middle,later,eye_closed,Right_Parietal,theta,4-8Hz,15.8154902905675,15.0531379276217,Decrease,206,0.109598583399116,0
112,early,middle,eye_closed,Left_Occipital,theta,4-8Hz,15.8600330101147,15.914680183949,Increase,144,0.863886790544927,0
112,early,later,eye_closed,Left_Occipital,theta,4-8Hz,15.8600330101147,15.0353475046142,Decrease,214,0.0674638361316115,0
112,middle,later,eye_closed,Left_Occipital,theta,4-8Hz,15.914680183949,15.0353475046142,Decrease,210,0.0864762654936657,0
112,early,middle,eye_closed,Right_Occipital,theta,4-8Hz,15.8465469726055,15.8914197160189,Increase,147,0.931693545566772,0
112,early,later,eye_closed,Right_Occipital,theta,4-8Hz,15.8465469726055,14.9765685605291,Decrease,212,0.0764894608968983,0
112,middle,later,eye_closed,Right_Occipital,theta,4-8Hz,15.8914197160189,14.9765685605291,Decrease,212,0.0764894608968983,0
112,early,middle,eye_open,Left_Frontal,alpha,9-13Hz,14.5066543051981,14.4519781920651,Decrease,156,0.863886790544927,0
112,early,later,eye_open,Left_Frontal,alpha,9-13Hz,14.5066543051981,14.4396432944546,Decrease,155,0.886403006367064,0
112,middle,later,eye_open,Left_Frontal,alpha,9-13Hz,14.4519781920651,14.4396432944546,Decrease,141,0.797068494359122,0
112,early,middle,eye_open,Right_Frontal,alpha,9-13Hz,15.5722560295996,14.700546481552,Decrease,239,0.010995017215527,1
112,early,later,eye_open,Right_Frontal,alpha,9-13Hz,15.5722560295996,14.4889880495035,Decrease,245,0.00664188547642663,1
112,middle,later,eye_open,Right_Frontal,alpha,9-13Hz,14.700546481552,14.4889880495035,Decrease,170,0.567709166197353,0
112,early,middle,eye_open,Left_Temporal,alpha,9-13Hz,14.5476912312253,14.5685598031705,Increase,143,0.841480581121794,0
112,early,later,eye_open,Left_Temporal,alpha,9-13Hz,14.5476912312253,14.4283375044653,Decrease,163,0.710318348253685,0
112,middle,later,eye_open,Left_Temporal,alpha,9-13Hz,14.5685598031705,14.4283375044653,Decrease,140,0.775096962195985,0
112,early,middle,eye_open,Right_Temporal,alpha,9-13Hz,15.2388715092471,14.6540469512439,Decrease,202,0.137354710336186,0
112,early,later,eye_open,Right_Temporal,alpha,9-13Hz,15.2388715092471,14.5429271168341,Decrease,205,0.116083133738655,0
112,middle,later,eye_open,Right_Temporal,alpha,9-13Hz,14.6540469512439,14.5429271168341,Decrease,170,0.567709166197353,0
112,early,middle,eye_open,Left_Parietal,alpha,9-13Hz,14.6955607003275,14.6079723670547,Decrease,154,0.909011306646051,0
112,early,later,eye_open,Left_Parietal,alpha,9-13Hz,14.6955607003275,14.4522261640067,Decrease,165,0.668235141795249,0
112,middle,later,eye_open,Left_Parietal,alpha,9-13Hz,14.6079723670547,14.4522261640067,Decrease,146,0.909011306646051,0
112,early,middle,eye_open,Right_Parietal,alpha,9-13Hz,15.1878640222087,14.6681978449852,Decrease,187,0.290446394323729,0
112,early,later,eye_open,Right_Parietal,alpha,9-13Hz,15.1878640222087,14.5157496406446,Decrease,200,0.15312745101967,0
112,middle,later,eye_open,Right_Parietal,alpha,9-13Hz,14.6681978449852,14.5157496406446,Decrease,164,0.689156516779352,0
112,early,middle,eye_open,Left_Occipital,alpha,9-13Hz,14.8601170313739,14.5578608206375,Decrease,174,0.492893296439634,0
112,early,later,eye_open,Left_Occipital,alpha,9-13Hz,14.8601170313739,14.482224517963,Decrease,173,0.51108906411744,0
112,middle,later,eye_open,Left_Occipital,alpha,9-13Hz,14.5578608206375,14.482224517963,Decrease,144,0.863886790544927,0
112,early,middle,eye_open,Right_Occipital,alpha,9-13Hz,14.9960464355321,14.6229648458768,Decrease,175,0.475050524053953,0
112,early,later,eye_open,Right_Occipital,alpha,9-13Hz,14.9960464355321,14.5147072893524,Decrease,179,0.407346960940474,0
112,middle,later,eye_open,Right_Occipital,alpha,9-13Hz,14.6229648458768,14.5147072893524,Decrease,143,0.841480581121794,0
112,early,middle,eye_closed,Left_Frontal,alpha,9-13Hz,17.4050899039387,17.2881875872567,Decrease,151,0.977206399475098,0
112,early,later,eye_closed,Left_Frontal,alpha,9-13Hz,17.4050899039387,15.5050470231575,Decrease,235,0.0151584388774395,1
112,middle,later,eye_closed,Left_Frontal,alpha,9-13Hz,17.2881875872567,15.5050470231575,Decrease,229,0.0239991496633371,1
